Dimensiones: 100 x 100
( 49 , 59 ) - Zanahoria
( 36 , 22 ) - Árbol
( 25 , 62 ) - Árbol
( 42 , 56 ) - Árbol
( 18 , 65 ) - Árbol
( 78 , 62 ) - Árbol
( 72 , 25 ) - Árbol
( 5 , 98 ) - Árbol
( 44 , 51 ) - Árbol
( 23 , 74 ) - Árbol
( 59 , 26 ) - Árbol
( 16 , 31 ) - Árbol
( 81 , 94 ) - Árbol
( 78 , 72 ) - Árbol
( 99 , 88 ) - Árbol
( 96 , 61 ) - Árbol
( 81 , 36 ) - Árbol
( 59 , 73 ) - Árbol
( 2 , 27 ) - Árbol
( 7 , 37 ) - Árbol
( 79 , 43 ) - Árbol
( 88 , 75 ) - Árbol
( 33 , 60 ) - Árbol
( 69 , 73 ) - Árbol
( 58 , 54 ) - Árbol
( 4 , 33 ) - Árbol
( 32 , 51 ) - Árbol
( 22 , 23 ) - Árbol
( 65 , 84 ) - Árbol
( 35 , 67 ) - Árbol
( 67 , 67 ) - Árbol
( 44 , 34 ) - Árbol
( 34 , 62 ) - Árbol
( 85 , 58 ) - Árbol
( 44 , 19 ) - Árbol
( 47 , 58 ) - Árbol
( 62 , 54 ) - Árbol
( 20 , 46 ) - Árbol
( 7 , 0 ) - Árbol
( 93 , 25 ) - Árbol
( 56 , 76 ) - Árbol
( 17 , 13 ) - Árbol
( 93 , 95 ) - Árbol
( 39 , 30 ) - Árbol
( 66 , 70 ) - Árbol
( 77 , 77 ) - Árbol
( 42 , 84 ) - Árbol
( 42 , 12 ) - Árbol
( 85 , 12 ) - Árbol
( 4 , 48 ) - Árbol
( 5 , 89 ) - Árbol
( 30 , 90 ) - Árbol
( 63 , 26 ) - Árbol
( 67 , 91 ) - Árbol
( 36 , 23 ) - Árbol
( 34 , 17 ) - Árbol
( 7 , 90 ) - Árbol
( 28 , 70 ) - Árbol
( 46 , 85 ) - Árbol
( 97 , 70 ) - Árbol
( 56 , 57 ) - Árbol
( 38 , 97 ) - Árbol
( 80 , 88 ) - Árbol
( 11 , 44 ) - Árbol
( 38 , 78 ) - Árbol
( 90 , 79 ) - Árbol
( 64 , 5 ) - Árbol
( 26 , 67 ) - Árbol
( 24 , 73 ) - Árbol
( 68 , 1 ) - Árbol
( 1 , 78 ) - Árbol
( 76 , 52 ) - Árbol
( 31 , 67 ) - Árbol
( 79 , 42 ) - Árbol
( 33 , 36 ) - Árbol
( 26 , 59 ) - Árbol
( 90 , 76 ) - Árbol
( 63 , 17 ) - Árbol
( 27 , 95 ) - Árbol
( 77 , 20 ) - Árbol
( 84 , 86 ) - Árbol
( 52 , 94 ) - Árbol
( 68 , 37 ) - Árbol
( 79 , 82 ) - Árbol
( 64 , 43 ) - Árbol
( 15 , 56 ) - Árbol
( 70 , 37 ) - Árbol
( 4 , 98 ) - Árbol
( 97 , 95 ) - Árbol
( 68 , 6 ) - Árbol
( 23 , 26 ) - Árbol
( 34 , 10 ) - Árbol
( 69 , 36 ) - Árbol
( 35 , 87 ) - Árbol
( 67 , 51 ) - Árbol
( 37 , 71 ) - Árbol
( 58 , 67 ) - Árbol
( 1 , 32 ) - Árbol
( 88 , 41 ) - Árbol
( 7 , 20 ) - Árbol
( 28 , 25 ) - Árbol
( 11 , 16 ) - Árbol
( 98 , 46 ) - Árbol
( 62 , 47 ) - Árbol
( 7 , 32 ) - Árbol
( 39 , 6 ) - Árbol
( 84 , 77 ) - Árbol
( 28 , 1 ) - Árbol
( 59 , 37 ) - Árbol
( 6 , 45 ) - Árbol
( 46 , 22 ) - Árbol
( 58 , 93 ) - Árbol
( 84 , 93 ) - Árbol
( 16 , 61 ) - Árbol
( 87 , 69 ) - Árbol
( 92 , 95 ) - Árbol
( 32 , 37 ) - Árbol
( 95 , 89 ) - Árbol
( 27 , 19 ) - Árbol
( 9 , 39 ) - Árbol
( 32 , 86 ) - Árbol
( 56 , 61 ) - Árbol
( 59 , 16 ) - Árbol
( 19 , 87 ) - Árbol
( 84 , 25 ) - Árbol
( 95 , 17 ) - Árbol
( 20 , 96 ) - Árbol
( 32 , 97 ) - Árbol
( 64 , 82 ) - Árbol
( 55 , 38 ) - Árbol
( 29 , 46 ) - Árbol
( 99 , 85 ) - Árbol
( 74 , 94 ) - Árbol
( 96 , 84 ) - Árbol
( 76 , 62 ) - Árbol
( 56 , 13 ) - Árbol
( 15 , 77 ) - Árbol
( 26 , 87 ) - Árbol
( 61 , 50 ) - Árbol
( 41 , 33 ) - Árbol
( 36 , 3 ) - Árbol
( 1 , 3 ) - Árbol
( 35 , 38 ) - Árbol
( 83 , 73 ) - Árbol
( 86 , 30 ) - Árbol
( 13 , 3 ) - Árbol
( 61 , 16 ) - Árbol
( 14 , 24 ) - Árbol
( 90 , 27 ) - Árbol
( 18 , 49 ) - Árbol
( 26 , 49 ) - Árbol
( 99 , 4 ) - Árbol
( 11 , 81 ) - Árbol
( 75 , 56 ) - Árbol
( 54 , 36 ) - Árbol
( 42 , 29 ) - Árbol
( 13 , 34 ) - Árbol
( 39 , 59 ) - Árbol
( 80 , 7 ) - Árbol
( 46 , 36 ) - Árbol
( 44 , 25 ) - Árbol
( 21 , 19 ) - Árbol
( 43 , 36 ) - Árbol
( 7 , 36 ) - Árbol
( 45 , 8 ) - Árbol
( 60 , 23 ) - Árbol
( 47 , 56 ) - Árbol
( 13 , 45 ) - Árbol
( 72 , 52 ) - Árbol
( 28 , 19 ) - Árbol
( 76 , 27 ) - Árbol
( 32 , 8 ) - Árbol
( 9 , 73 ) - Árbol
( 24 , 20 ) - Árbol
( 40 , 19 ) - Árbol
( 64 , 32 ) - Árbol
( 59 , 75 ) - Árbol
( 54 , 3 ) - Árbol
( 80 , 84 ) - Árbol
( 74 , 6 ) - Árbol
( 61 , 87 ) - Árbol
( 73 , 81 ) - Árbol
( 68 , 5 ) - Árbol
( 93 , 91 ) - Árbol
( 8 , 69 ) - Árbol
( 90 , 24 ) - Árbol
( 99 , 32 ) - Árbol
( 67 , 53 ) - Árbol
( 59 , 30 ) - Árbol
( 72 , 13 ) - Árbol
( 72 , 2 ) - Árbol
( 29 , 71 ) - Árbol
( 54 , 75 ) - Árbol
( 88 , 0 ) - Árbol
( 50 , 76 ) - Árbol
( 20 , 18 ) - Árbol
( 83 , 67 ) - Árbol
( 13 , 99 ) - Árbol
( 39 , 68 ) - Árbol
( 72 , 37 ) - Árbol
( 70 , 87 ) - Árbol
( 10 , 99 ) - Árbol
( 94 , 25 ) - Árbol
( 35 , 78 ) - Árbol
( 76 , 23 ) - Árbol
( 88 , 97 ) - Árbol
( 55 , 95 ) - Árbol
( 27 , 85 ) - Árbol
( 10 , 61 ) - Árbol
( 14 , 22 ) - Árbol
( 70 , 67 ) - Árbol
( 73 , 48 ) - Árbol
( 71 , 30 ) - Árbol
( 82 , 79 ) - Árbol
( 7 , 97 ) - Árbol
( 22 , 71 ) - Árbol
( 23 , 66 ) - Árbol
( 83 , 97 ) - Árbol
( 27 , 58 ) - Árbol
( 55 , 80 ) - Árbol
( 70 , 17 ) - Árbol
( 78 , 85 ) - Árbol
( 96 , 87 ) - Árbol
( 63 , 78 ) - Árbol
( 55 , 64 ) - Árbol
( 1 , 64 ) - Árbol
( 20 , 74 ) - Árbol
( 23 , 64 ) - Árbol
( 24 , 5 ) - Árbol
( 44 , 16 ) - Árbol
( 6 , 39 ) - Árbol
( 85 , 97 ) - Árbol
( 17 , 49 ) - Árbol
( 71 , 99 ) - Árbol
( 88 , 73 ) - Árbol
( 51 , 77 ) - Árbol
( 13 , 46 ) - Árbol
( 31 , 54 ) - Árbol
( 63 , 42 ) - Árbol
( 13 , 24 ) - Árbol
( 21 , 31 ) - Árbol
( 49 , 11 ) - Árbol
( 19 , 67 ) - Árbol
( 89 , 25 ) - Árbol
( 24 , 53 ) - Árbol
( 20 , 55 ) - Árbol
( 42 , 20 ) - Árbol
( 99 , 73 ) - Árbol
( 56 , 25 ) - Árbol
( 26 , 24 ) - Árbol
( 12 , 90 ) - Árbol
( 25 , 7 ) - Árbol
( 25 , 45 ) - Árbol
( 44 , 68 ) - Árbol
( 22 , 61 ) - Árbol
( 13 , 60 ) - Árbol
( 58 , 13 ) - Árbol
( 67 , 42 ) - Árbol
( 23 , 10 ) - Árbol
( 97 , 20 ) - Árbol
( 90 , 29 ) - Árbol
( 60 , 68 ) - Árbol
( 14 , 57 ) - Árbol
( 87 , 2 ) - Árbol
( 68 , 11 ) - Árbol
( 36 , 99 ) - Árbol
( 81 , 48 ) - Árbol
( 66 , 47 ) - Árbol
( 6 , 48 ) - Árbol
( 78 , 24 ) - Árbol
( 45 , 44 ) - Árbol
( 84 , 34 ) - Árbol
( 56 , 64 ) - Árbol
( 31 , 99 ) - Árbol
( 52 , 12 ) - Árbol
( 49 , 64 ) - Árbol
( 80 , 27 ) - Árbol
( 14 , 20 ) - Árbol
( 28 , 48 ) - Árbol
( 93 , 73 ) - Árbol
( 29 , 40 ) - Árbol
( 25 , 53 ) - Árbol
( 67 , 4 ) - Árbol
( 88 , 93 ) - Árbol
( 72 , 65 ) - Árbol
( 30 , 8 ) - Árbol
( 21 , 83 ) - Árbol
( 65 , 33 ) - Árbol
( 86 , 24 ) - Árbol
( 1 , 10 ) - Árbol
( 23 , 32 ) - Árbol
( 49 , 34 ) - Árbol
( 61 , 55 ) - Árbol
( 63 , 81 ) - Árbol
( 65 , 34 ) - Árbol
( 40 , 4 ) - Árbol
( 79 , 94 ) - Árbol
( 51 , 72 ) - Árbol
( 88 , 32 ) - Árbol
( 46 , 72 ) - Árbol
( 52 , 64 ) - Árbol
( 4 , 6 ) - Árbol
( 68 , 8 ) - Árbol
( 92 , 98 ) - Árbol
( 3 , 91 ) - Árbol
( 64 , 86 ) - Árbol
( 47 , 51 ) - Árbol
( 91 , 97 ) - Árbol
( 52 , 97 ) - Árbol
( 40 , 90 ) - Árbol
( 65 , 98 ) - Árbol
( 53 , 67 ) - Árbol
( 35 , 29 ) - Árbol
( 51 , 67 ) - Árbol
( 36 , 49 ) - Árbol
( 15 , 42 ) - Árbol
( 78 , 18 ) - Árbol
( 32 , 72 ) - Árbol
( 51 , 34 ) - Árbol
( 69 , 9 ) - Árbol
( 54 , 49 ) - Árbol
( 85 , 26 ) - Árbol
( 88 , 45 ) - Árbol
( 39 , 16 ) - Árbol
( 39 , 12 ) - Árbol
( 7 , 95 ) - Árbol
( 33 , 61 ) - Árbol
( 62 , 53 ) - Árbol
( 81 , 32 ) - Árbol
( 67 , 60 ) - Árbol
( 72 , 44 ) - Árbol
( 40 , 7 ) - Árbol
( 26 , 92 ) - Árbol
( 16 , 62 ) - Árbol
( 8 , 29 ) - Árbol
( 37 , 96 ) - Árbol
( 71 , 16 ) - Árbol
( 87 , 60 ) - Árbol
( 75 , 76 ) - Árbol
( 24 , 77 ) - Árbol
( 33 , 95 ) - Árbol
( 56 , 9 ) - Árbol
( 27 , 71 ) - Árbol
( 17 , 75 ) - Árbol
( 22 , 89 ) - Árbol
( 77 , 84 ) - Árbol
( 37 , 17 ) - Árbol
( 44 , 58 ) - Árbol
( 87 , 41 ) - Árbol
( 63 , 79 ) - Árbol
( 23 , 15 ) - Árbol
( 23 , 39 ) - Árbol
( 11 , 57 ) - Árbol
( 31 , 42 ) - Árbol
( 78 , 27 ) - Árbol
( 19 , 7 ) - Árbol
( 28 , 8 ) - Árbol
( 22 , 4 ) - Árbol
( 20 , 84 ) - Árbol
( 26 , 23 ) - Árbol
( 71 , 18 ) - Árbol
( 67 , 89 ) - Árbol
( 86 , 29 ) - Árbol
( 23 , 87 ) - Árbol
( 91 , 16 ) - Árbol
( 22 , 38 ) - Árbol
( 51 , 87 ) - Árbol
( 71 , 88 ) - Árbol
( 72 , 69 ) - Árbol
( 22 , 21 ) - Árbol
( 49 , 27 ) - Árbol
( 98 , 88 ) - Árbol
( 44 , 49 ) - Árbol
( 18 , 9 ) - Árbol
( 16 , 92 ) - Árbol
( 43 , 25 ) - Árbol
( 56 , 48 ) - Árbol
( 63 , 46 ) - Árbol
( 17 , 65 ) - Árbol
( 48 , 27 ) - Árbol
( 92 , 10 ) - Árbol
( 19 , 40 ) - Árbol
( 72 , 66 ) - Árbol
( 66 , 84 ) - Árbol
( 4 , 11 ) - Árbol
( 79 , 14 ) - Árbol
( 40 , 58 ) - Árbol
( 19 , 17 ) - Árbol
( 93 , 63 ) - Árbol
( 34 , 69 ) - Árbol
( 79 , 59 ) - Árbol
( 16 , 43 ) - Árbol
( 22 , 13 ) - Árbol
( 30 , 64 ) - Árbol
( 17 , 94 ) - Árbol
( 38 , 68 ) - Árbol
( 55 , 58 ) - Árbol
( 59 , 57 ) - Árbol
( 59 , 91 ) - Árbol
( 45 , 90 ) - Árbol
( 30 , 47 ) - Árbol
( 49 , 24 ) - Árbol
( 95 , 97 ) - Árbol
( 44 , 26 ) - Árbol
( 11 , 25 ) - Árbol
( 73 , 97 ) - Árbol
( 75 , 68 ) - Árbol
( 41 , 12 ) - Árbol
( 46 , 2 ) - Árbol
( 98 , 21 ) - Árbol
( 50 , 99 ) - Árbol
( 19 , 31 ) - Árbol
( 20 , 97 ) - Árbol
( 62 , 32 ) - Árbol
( 82 , 16 ) - Árbol
( 59 , 53 ) - Árbol
( 13 , 8 ) - Árbol
( 15 , 81 ) - Árbol
( 56 , 66 ) - Árbol
( 52 , 58 ) - Árbol
( 91 , 91 ) - Árbol
( 32 , 53 ) - Árbol
( 72 , 17 ) - Árbol
( 6 , 99 ) - Árbol
( 37 , 56 ) - Árbol
( 8 , 96 ) - Árbol
( 99 , 50 ) - Árbol
( 94 , 70 ) - Árbol
( 35 , 32 ) - Árbol
( 33 , 27 ) - Árbol
( 84 , 28 ) - Árbol
( 82 , 33 ) - Árbol
( 93 , 59 ) - Árbol
( 3 , 13 ) - Árbol
( 93 , 65 ) - Árbol
( 66 , 85 ) - Árbol
( 25 , 71 ) - Árbol
( 56 , 17 ) - Árbol
( 6 , 95 ) - Árbol
( 11 , 8 ) - Árbol
( 27 , 22 ) - Árbol
( 80 , 93 ) - Árbol
( 18 , 2 ) - Árbol
( 6 , 60 ) - Árbol
( 88 , 50 ) - Árbol
( 66 , 48 ) - Árbol
( 21 , 22 ) - Árbol
( 42 , 39 ) - Árbol
( 23 , 65 ) - Árbol
( 45 , 65 ) - Árbol
( 56 , 34 ) - Árbol
( 63 , 90 ) - Árbol
( 79 , 95 ) - Árbol
( 0 , 52 ) - Árbol
( 52 , 11 ) - Árbol
( 3 , 63 ) - Árbol
( 27 , 38 ) - Árbol
( 90 , 86 ) - Árbol
( 45 , 0 ) - Árbol
( 37 , 87 ) - Árbol
( 36 , 95 ) - Árbol
( 81 , 12 ) - Árbol
( 97 , 19 ) - Árbol
( 69 , 70 ) - Árbol
( 15 , 67 ) - Árbol
( 66 , 21 ) - Árbol
( 2 , 75 ) - Árbol
( 44 , 8 ) - Árbol
( 91 , 78 ) - Árbol
( 73 , 94 ) - Árbol
( 3 , 1 ) - Árbol
( 16 , 26 ) - Árbol
( 97 , 32 ) - Árbol
( 66 , 69 ) - Árbol
( 28 , 49 ) - Árbol
( 38 , 74 ) - Árbol
( 98 , 66 ) - Árbol
( 50 , 21 ) - Árbol
( 94 , 90 ) - Árbol
( 18 , 44 ) - Árbol
( 79 , 39 ) - Árbol
( 56 , 59 ) - Árbol
( 72 , 0 ) - Árbol
( 12 , 60 ) - Árbol
( 34 , 15 ) - Árbol
( 71 , 71 ) - Árbol
( 4 , 71 ) - Árbol
( 0 , 16 ) - Árbol
( 26 , 30 ) - Árbol
( 90 , 36 ) - Árbol
( 19 , 44 ) - Árbol
( 55 , 96 ) - Árbol
( 35 , 74 ) - Árbol
( 11 , 9 ) - Árbol
( 5 , 44 ) - Árbol
( 47 , 1 ) - Árbol
( 73 , 64 ) - Árbol
( 14 , 65 ) - Árbol
( 81 , 3 ) - Árbol
( 9 , 22 ) - Árbol
( 3 , 64 ) - Árbol
( 33 , 57 ) - Árbol
( 82 , 57 ) - Árbol
( 58 , 45 ) - Árbol
( 90 , 71 ) - Árbol
( 10 , 21 ) - Árbol
( 34 , 29 ) - Árbol
( 9 , 42 ) - Árbol
( 82 , 82 ) - Árbol
( 59 , 83 ) - Árbol
( 48 , 4 ) - Árbol
( 52 , 8 ) - Árbol
( 17 , 47 ) - Árbol
( 90 , 70 ) - Árbol
( 50 , 44 ) - Árbol
( 13 , 48 ) - Árbol
( 65 , 86 ) - Árbol
( 86 , 59 ) - Árbol
( 97 , 5 ) - Árbol
( 14 , 74 ) - Árbol
( 25 , 99 ) - Árbol
( 88 , 12 ) - Árbol
( 63 , 1 ) - Árbol
( 35 , 75 ) - Árbol
( 93 , 94 ) - Árbol
( 31 , 37 ) - Árbol
( 78 , 17 ) - Árbol
( 82 , 77 ) - Árbol
( 71 , 20 ) - Árbol
( 9 , 8 ) - Árbol
( 7 , 19 ) - Árbol
( 33 , 31 ) - Árbol
( 74 , 56 ) - Árbol
( 73 , 23 ) - Árbol
( 23 , 76 ) - Árbol
( 33 , 78 ) - Árbol
( 54 , 10 ) - Árbol
( 47 , 4 ) - Árbol
( 56 , 94 ) - Árbol
( 63 , 77 ) - Árbol
( 3 , 55 ) - Árbol
( 4 , 1 ) - Árbol
( 62 , 63 ) - Árbol
( 73 , 8 ) - Árbol
( 20 , 35 ) - Árbol
( 38 , 89 ) - Árbol
( 76 , 94 ) - Árbol
( 74 , 37 ) - Árbol
( 75 , 20 ) - Árbol
( 85 , 7 ) - Árbol
( 69 , 75 ) - Árbol
( 96 , 21 ) - Árbol
( 42 , 44 ) - Árbol
( 38 , 90 ) - Árbol
( 67 , 18 ) - Árbol
( 53 , 6 ) - Árbol
( 14 , 21 ) - Árbol
( 19 , 73 ) - Árbol
( 31 , 33 ) - Árbol
( 74 , 83 ) - Árbol
( 5 , 24 ) - Árbol
( 86 , 35 ) - Árbol
( 69 , 6 ) - Árbol
( 1 , 96 ) - Árbol
( 97 , 63 ) - Árbol
( 22 , 25 ) - Árbol
( 65 , 64 ) - Árbol
( 74 , 1 ) - Árbol
( 85 , 63 ) - Árbol
( 50 , 9 ) - Árbol
( 17 , 51 ) - Árbol
( 30 , 88 ) - Árbol
( 21 , 7 ) - Árbol
( 29 , 35 ) - Árbol
( 52 , 79 ) - Árbol
( 11 , 68 ) - Árbol
( 78 , 6 ) - Árbol
( 26 , 97 ) - Árbol
( 59 , 69 ) - Árbol
( 21 , 88 ) - Árbol
( 47 , 76 ) - Árbol
( 84 , 49 ) - Árbol
( 24 , 96 ) - Árbol
( 96 , 5 ) - Árbol
( 73 , 91 ) - Árbol
( 65 , 89 ) - Árbol
( 24 , 26 ) - Árbol
( 35 , 17 ) - Árbol
( 3 , 4 ) - Árbol
( 56 , 51 ) - Árbol
( 34 , 0 ) - Árbol
( 77 , 11 ) - Árbol
( 92 , 46 ) - Árbol
( 57 , 34 ) - Árbol
( 65 , 47 ) - Árbol
( 76 , 13 ) - Árbol
( 86 , 34 ) - Árbol
( 75 , 82 ) - Árbol
( 96 , 19 ) - Árbol
( 67 , 40 ) - Árbol
( 12 , 72 ) - Árbol
( 58 , 49 ) - Árbol
( 82 , 85 ) - Árbol
( 3 , 20 ) - Árbol
( 77 , 81 ) - Árbol
( 74 , 39 ) - Árbol
( 25 , 14 ) - Árbol
( 10 , 28 ) - Árbol
( 15 , 16 ) - Árbol
( 77 , 75 ) - Árbol
( 32 , 31 ) - Árbol
( 53 , 87 ) - Árbol
( 35 , 4 ) - Árbol
( 10 , 39 ) - Árbol
( 95 , 13 ) - Árbol
( 0 , 80 ) - Árbol
( 25 , 55 ) - Árbol
( 34 , 88 ) - Árbol
( 19 , 66 ) - Árbol
( 52 , 19 ) - Árbol
( 1 , 91 ) - Árbol
( 86 , 63 ) - Árbol
( 89 , 19 ) - Árbol
( 65 , 78 ) - Árbol
( 1 , 35 ) - Árbol
( 45 , 31 ) - Árbol
( 95 , 56 ) - Árbol
( 30 , 44 ) - Árbol
( 59 , 77 ) - Árbol
( 5 , 97 ) - Árbol
( 58 , 94 ) - Árbol
( 4 , 32 ) - Árbol
( 9 , 70 ) - Árbol
( 28 , 53 ) - Árbol
( 95 , 43 ) - Árbol
( 23 , 70 ) - Árbol
( 67 , 13 ) - Árbol
( 18 , 48 ) - Árbol
( 80 , 74 ) - Árbol
( 39 , 86 ) - Árbol
( 43 , 50 ) - Árbol
( 17 , 11 ) - Árbol
( 52 , 76 ) - Árbol
( 10 , 80 ) - Árbol
( 61 , 73 ) - Árbol
( 82 , 28 ) - Árbol
( 35 , 16 ) - Árbol
( 42 , 78 ) - Árbol
( 64 , 80 ) - Árbol
( 13 , 19 ) - Árbol
( 93 , 4 ) - Árbol
( 15 , 43 ) - Árbol
( 99 , 78 ) - Árbol
( 61 , 80 ) - Árbol
( 75 , 30 ) - Árbol
( 79 , 67 ) - Árbol
( 32 , 89 ) - Árbol
( 43 , 77 ) - Árbol
( 97 , 12 ) - Árbol
( 28 , 87 ) - Árbol
( 20 , 53 ) - Árbol
( 78 , 67 ) - Árbol
( 77 , 40 ) - Árbol
( 60 , 5 ) - Árbol
( 43 , 63 ) - Árbol
( 70 , 79 ) - Árbol
( 59 , 62 ) - Árbol
( 18 , 94 ) - Árbol
( 92 , 99 ) - Árbol
( 33 , 26 ) - Árbol
( 78 , 19 ) - Árbol
( 23 , 96 ) - Árbol
( 48 , 78 ) - Árbol
( 91 , 11 ) - Árbol
( 78 , 56 ) - Árbol
( 92 , 25 ) - Árbol
( 77 , 62 ) - Árbol
( 25 , 57 ) - Árbol
( 91 , 87 ) - Árbol
( 96 , 4 ) - Árbol
( 43 , 57 ) - Árbol
( 36 , 44 ) - Árbol
( 74 , 18 ) - Árbol
( 96 , 3 ) - Árbol
( 23 , 97 ) - Árbol
( 97 , 65 ) - Árbol
( 57 , 93 ) - Árbol
( 75 , 70 ) - Árbol
( 11 , 4 ) - Árbol
( 18 , 70 ) - Árbol
( 89 , 12 ) - Árbol
( 82 , 2 ) - Árbol
( 4 , 37 ) - Árbol
( 24 , 64 ) - Árbol
( 41 , 30 ) - Árbol
( 17 , 32 ) - Árbol
( 72 , 12 ) - Árbol
( 63 , 92 ) - Árbol
( 38 , 81 ) - Árbol
( 51 , 21 ) - Árbol
( 97 , 78 ) - Árbol
( 79 , 93 ) - Árbol
( 15 , 59 ) - Árbol
( 7 , 40 ) - Árbol
( 74 , 38 ) - Árbol
( 31 , 8 ) - Árbol
( 51 , 18 ) - Árbol
( 78 , 55 ) - Árbol
( 1 , 0 ) - Árbol
( 33 , 66 ) - Árbol
( 38 , 61 ) - Árbol
( 92 , 91 ) - Árbol
( 40 , 24 ) - Árbol
( 90 , 65 ) - Árbol
( 42 , 10 ) - Árbol
( 34 , 18 ) - Árbol
( 67 , 65 ) - Árbol
( 24 , 74 ) - Árbol
( 46 , 79 ) - Árbol
( 15 , 30 ) - Árbol
( 23 , 38 ) - Árbol
( 62 , 74 ) - Árbol
( 24 , 58 ) - Árbol
( 11 , 46 ) - Árbol
( 34 , 63 ) - Árbol
( 93 , 99 ) - Árbol
( 63 , 60 ) - Árbol
( 83 , 6 ) - Árbol
( 39 , 93 ) - Árbol
( 7 , 17 ) - Árbol
( 92 , 12 ) - Árbol
( 30 , 25 ) - Árbol
( 19 , 71 ) - Árbol
( 20 , 31 ) - Árbol
( 0 , 47 ) - Árbol
( 31 , 68 ) - Árbol
( 20 , 11 ) - Árbol
( 18 , 4 ) - Árbol
( 88 , 61 ) - Árbol
( 43 , 97 ) - Árbol
( 8 , 25 ) - Árbol
( 45 , 83 ) - Árbol
( 11 , 14 ) - Árbol
( 18 , 17 ) - Árbol
( 24 , 18 ) - Árbol
( 80 , 25 ) - Árbol
( 11 , 21 ) - Árbol
( 90 , 55 ) - Árbol
( 2 , 51 ) - Árbol
( 82 , 54 ) - Árbol
( 27 , 7 ) - Árbol
( 32 , 0 ) - Árbol
( 35 , 36 ) - Árbol
( 41 , 54 ) - Árbol
( 29 , 61 ) - Árbol
( 19 , 55 ) - Árbol
( 82 , 51 ) - Árbol
( 55 , 42 ) - Árbol
( 99 , 92 ) - Árbol
( 24 , 92 ) - Árbol
( 47 , 17 ) - Árbol
( 0 , 92 ) - Árbol
( 64 , 76 ) - Árbol
( 21 , 6 ) - Árbol
( 17 , 58 ) - Árbol
( 85 , 60 ) - Árbol
( 25 , 16 ) - Árbol
( 4 , 16 ) - Árbol
( 62 , 66 ) - Árbol
( 48 , 84 ) - Árbol
( 44 , 97 ) - Árbol
( 36 , 98 ) - Árbol
( 34 , 26 ) - Árbol
( 16 , 24 ) - Árbol
( 19 , 41 ) - Árbol
( 11 , 77 ) - Árbol
( 19 , 54 ) - Árbol
( 91 , 26 ) - Árbol
( 57 , 58 ) - Árbol
( 57 , 36 ) - Árbol
( 80 , 98 ) - Árbol
( 31 , 75 ) - Árbol
( 11 , 75 ) - Árbol
( 26 , 64 ) - Árbol
( 68 , 25 ) - Árbol
( 63 , 32 ) - Árbol
( 20 , 66 ) - Árbol
( 1 , 36 ) - Árbol
( 65 , 16 ) - Árbol
( 20 , 57 ) - Árbol
( 23 , 49 ) - Árbol
( 15 , 45 ) - Árbol
( 16 , 1 ) - Árbol
( 71 , 40 ) - Árbol
( 4 , 22 ) - Árbol
( 19 , 61 ) - Árbol
( 84 , 35 ) - Árbol
( 1 , 65 ) - Árbol
( 41 , 55 ) - Árbol
( 57 , 38 ) - Árbol
( 58 , 60 ) - Árbol
( 8 , 30 ) - Árbol
( 30 , 31 ) - Árbol
( 36 , 43 ) - Árbol
( 35 , 55 ) - Árbol
( 81 , 97 ) - Árbol
( 50 , 25 ) - Árbol
( 33 , 79 ) - Árbol
( 45 , 35 ) - Árbol
( 27 , 73 ) - Árbol
( 6 , 90 ) - Árbol
( 89 , 60 ) - Árbol
( 42 , 21 ) - Árbol
( 75 , 53 ) - Árbol
( 43 , 66 ) - Árbol
( 41 , 32 ) - Árbol
( 55 , 61 ) - Árbol
( 30 , 10 ) - Árbol
( 62 , 2 ) - Árbol
( 18 , 96 ) - Árbol
( 55 , 77 ) - Árbol
( 8 , 38 ) - Árbol
( 80 , 50 ) - Árbol
( 69 , 64 ) - Árbol
( 72 , 59 ) - Árbol
( 91 , 98 ) - Árbol
( 89 , 77 ) - Árbol
( 45 , 66 ) - Árbol
( 91 , 81 ) - Árbol
( 41 , 82 ) - Árbol
( 81 , 16 ) - Árbol
( 91 , 15 ) - Árbol
( 10 , 72 ) - Árbol
( 68 , 71 ) - Árbol
( 21 , 14 ) - Árbol
( 91 , 54 ) - Árbol
( 82 , 91 ) - Árbol
( 12 , 19 ) - Árbol
( 70 , 0 ) - Árbol
( 49 , 63 ) - Árbol
( 31 , 40 ) - Árbol
( 36 , 8 ) - Árbol
( 17 , 21 ) - Árbol
( 87 , 97 ) - Árbol
( 40 , 60 ) - Árbol
( 97 , 3 ) - Árbol
( 91 , 42 ) - Árbol
( 37 , 16 ) - Árbol
( 48 , 62 ) - Árbol
( 77 , 0 ) - Árbol
( 37 , 11 ) - Árbol
( 21 , 40 ) - Árbol
( 71 , 60 ) - Árbol
( 11 , 56 ) - Árbol
( 35 , 28 ) - Árbol
( 77 , 39 ) - Árbol
( 54 , 28 ) - Árbol
( 64 , 91 ) - Árbol
( 89 , 94 ) - Árbol
( 82 , 64 ) - Árbol
( 12 , 20 ) - Árbol
( 29 , 69 ) - Árbol
( 94 , 12 ) - Árbol
( 11 , 38 ) - Árbol
( 10 , 6 ) - Árbol
( 64 , 46 ) - Árbol
( 16 , 44 ) - Árbol
( 89 , 82 ) - Árbol
( 67 , 14 ) - Árbol
( 81 , 75 ) - Árbol
( 29 , 90 ) - Árbol
( 33 , 92 ) - Árbol
( 51 , 10 ) - Árbol
( 49 , 8 ) - Árbol
